Exact_entropy,Clifford_entropy,Clifford_cdf_entropy,Clifford_cdf_parallel_interpolation_entropy,Clifford_cdf_parallel_entropy,Distinct Count,Total Len,Table Size,resolution,interth,interspan
5.093139308125760322809583158232,4.966747415406622678801795700565,4.840976631221987958042518584989,0.051293294387550578128376344011,0.051293294387550578128376344011,2343,112167,16384,2147483647,10,4 
4.972676771305241771869987132959,5.324573146330551232097150204936,4.550475102093466617247941030655,0.051293294387550578128376344011,0.051293128045341612741836456735,1975,98434,16384,2147483647,10,4 
5.048852195875705106686837098096,4.663430268756280305808559205616,5.021087410302392584071640158072,0.051293294387550578128376344011,0.051293290420849471655806439685,1926,81193,16384,2147483647,10,4 
4.955881503045671543361549993278,4.746730307910651092129228345584,4.715828825609088781334321538452,0.051293294387550578128376344011,0.051293179927452692279388202223,2005,93280,16384,2147483647,10,4 
