Exact_entropy,Clifford_entropy,Clifford_cdf_entropy,Clifford_cdf_parallel_interpolation_entropy,Clifford_cdf_parallel_entropy,Distinct Count,Total Len,Table Size,resolution,interth,interspan
2.883200913998432035612040635897,2.967275715202948749293909713742,2.413547795914781524118097877363,0.050769927631992249617010060092,0.047091849400335401842898619407,1380,112167,16384,2147483647,10,4 
2.801321399040158421911428376916,2.812745682342143727083794146893,2.366974310554497140657304043998,0.048887175748324317170467878668,0.045370206368272381070028131944,1366,98434,16384,2147483647,10,4 
2.926614690869924650939992716303,2.993520376079000566704735319945,2.464955565300726014754673087737,0.050769016618963325182534163105,0.046635571752515286858553622551,1346,81193,16384,2147483647,10,4 
2.848273724470646417472607936361,2.924346527769114523209736944409,2.420740932768822961662635862012,0.050451598985902311456097635300,0.046109014482700938497572451524,1378,93280,16384,2147483647,10,4 
