Clifford_MAPE,Clifford_cdf_MAPE,
0.092663375600096867246158183207,0.125438451623748115082435106160,
Clifford_MAPE,Clifford_cdf_MAPE,
0.092663375600096867246158183207,0.101192307696059483057560157704,
Clifford_MAPE,Clifford_cdf_MAPE,
0.092663375600096867246158183207,0.025523526202597318635056922176,
Clifford_MAPE,Clifford_cdf_MAPE,
0.092663375600096867246158183207,0.025523526202597318635056922176,
Clifford_MAPE,Clifford_cdf_MAPE,
0.092663375600096867246158183207,0.139626780634752756249383764953,
Clifford_MAPE,Clifford_cdf_MAPE,
0.092663375600096867246158183207,0.139626780634752756249383764953,
Clifford_MAPE,Clifford_cdf_MAPE,
0.062707480554248754001100962796,0.139626780634752756249383764953,
Clifford_MAPE,Clifford_cdf_MAPE,
0.062707480554248754001100962796,0.025523526202597318635056922176,
Clifford_MAPE,Clifford_cdf_MAPE,
0.064628473654965601369326577696,0.025523526202597318635056922176,
Clifford_MAPE,Clifford_cdf_MAPE,
0.134561852793408792683393926382,0.025523526202597318635056922176,
Clifford_MAPE,Clifford_cdf_MAPE,
0.134561852793408792683393926382,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
inf,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.025523526202597318635056922176,0.024770539750930260086692058508,0.353957131408619452006547589917,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,inf,inf,inf,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.066048838483958607903367976633,0.068386396932050882990772322501,0.337840350910981912502251134356,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.066048838483958607903367976633,0.068386396932050882990772322501,0.337840350910981912502251134356,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.066048838483958607903367976633,0.068386396932050882990772322501,0.337840350910981912502251134356,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.066048838483958607903367976633,0.068386396932050882990772322501,0.337840350910981912502251134356,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.066048838483958607903367976633,0.068386396932050882990772322501,0.337840350910981912502251134356,
Clifford_MAPE,Clifford_cdf_MAPE,Clifford_cdf_parallel_MAPE,Clifford_cdf_opt_MAPE,
0.134561852793408792683393926382,0.066048838483958607903367976633,0.068386396932050882990772322501,0.337840350910981912502251134356,
